id;Signature;Author;Title;First line;Year;Meter;Razmer;Razmer_wclaus;Genre subtitle;Source_name;Place;Year;Volume;Number;Page;Type;Перепечатки;Meter;Стоп;Клаузула;canon_ou_non;corpus
573;NA;Глебов Д.П.;Возвращение на родину;Последний солнца луч вершины дальних гор;1827;Я;Я64646664;Я64646664мжмжмжжм;NA;Глебов Д.П. Элегии и другие стихотворения;М;1827;NA;NA;21-23;col;NA;Я;64646664;мжмжмжжм;nc;core
574;И. Козлов;Козлов И.И.;К Тирзе;К чему вам, струны, радость петь?;1828;Я;Я4;Я4мжмж;А.А. Олениной (подражание Байрону);Козлов И.И. Стихотворения;СПб;1828;NA;NA;102-103;col;NA;Я;4;мжмж;nc;core
575;NA;Глебов Д.П.;На возврат друга;Благодаренье вам, о Лары и Пенаты;1827;Я;ЯВ;ЯВнеурег;NA;Глебов Д.П. Элегии и другие стихотворения;М;1827;NA;NA;32-34;col;NA;Я;В;неурег;nc;core
576;NA;Глебов Д.П.;Зимний вечер;В долине, снегом покровенной;1827;Я;Я4;Я4жмжм;NA;Глебов Д.П. Элегии и другие стихотворения;М;1827;NA;NA;51-53;col;NA;Я;4;жмжм;nc;core
577;NA;Глебов Д.П.;Побег;Не забуду я той ночи;1827;Х;Х4;Х4неурег;NA;Глебов Д.П. Элегии и другие стихотворения;М;1827;NA;NA;54-55;col;NA;Х;4;неурег;nc;core
578;NA;Глебов Д.П.;Сельская жизнь;Оставим, милый друг;1827;Я;ЯВ;ЯВнеурег;NA;Глебов Д.П. Элегии и другие стихотворения;М;1827;NA;NA;56-59;col;NA;Я;В;неурег;nc;core
579;NA;Глебов Д.П.;К дружбе;Не огорчай меня досадным попеченьем;1827;Я;ЯВ;ЯВнеурег;NA;Глебов Д.П. Элегии и другие стихотворения;М;1827;NA;NA;64-65;col;NA;Я;В;неурег;nc;core
580;NA;Глебов Д.П.;Мечта;О волшебница мечта;1827;Х;Х4;Х4неурег;NA;Глебов Д.П. Элегии и другие стихотворения;М;1827;NA;NA;66-67;col;NA;Х;4;неурег;nc;core
581;Ф. Алексеев;Алексеев Ф.А.;Элегия;Меня покинули желанья;1827;Я;Я4;Я4жмжм;NA;ДЖ;NA;1827;Ч. 18;№ 8;99;per;NA;Я;4;жмжм;nc;core
582;П. Ватагин;[Ватагин П.];Элегия;Я помню прелесть наслажденья;1827;Я;Я4;Я4неурег;Посвящается Катерине Григорьевне Андреевой;ДЖ;NA;1827;Ч. 18;№ 11;249-250;per;NA;Я;4;неурег;nc;core
583;Z.;[Z.];Воспоминание;День гаснет - и уже вечерний сумрак бродит;1827;Я;Я6;Я6жмжм;Подражание известной элегии Матиссона, написанной им на развалинах рыцарского замка;ДЖ;NA;1827;Ч. 18;№ 12;295-297;per;NA;Я;6;жмжм;nc;core
584;Н. Греков;Греков Н.П.;Элегия;Друзья! в последний раз привет;1827;Я;Я4;Я4неурег;Эпиграф из Шенье: Je meurs. Avan le soir j'ai fini ma journee;ДЖ;NA;1827;Ч. 19;№ 15;116-118;per;NA;Я;4;неурег;nc;core
585;Д.Ш.;[Д. Ш.];Элегия;Не обольщай меня напрасно;1827;Я;Я4;Я4жммж;NA;ДЖ;NA;1827;Ч. 19;№ 16;158;per;NA;Я;4;жммж;nc;core
586;И. Тюрин;Тюрин И.Е.;Элегия;Пока еще цветем и дышим мы весной;1827;Я;ЯВ;ЯВнеурег;Из Ламартина;ДЖ;NA;1827;Ч. 20;№ 23;187-189;per;NA;Я;В;неурег;nc;core
587;NA;Глебов Д.П.;Отъезд;Напрасно я искал на пиршествах в вине;1827;Я;ЯВ;ЯВнеурег;NA;Глебов Д.П. Элегии и другие стихотворения;М;1827;NA;NA;69-72;col;NA;Я;В;неурег;nc;core
588;NA;Суходольский А.;Элегия;Почто меня обворожила;1834;Я;Я4;Я4неурег;NA;Суходольский А. Стихотворения;М;1834;NA;NA;40;col;NA;Я;4;неурег;nc;core
589;NA;Суходольский А.;Элегия;Ах, простите дни заветные;1834;Х;Х4;Х4д;NA;Суходольский А. Стихотворения;М;1834;NA;NA;41-42;col;NA;Х;4;д;nc;core
590;NA;Суходольский А.;Элегия;Наскучась жизнью одинокой;1834;Я;Я4;Я4неурег;NA;Суходольский А. Стихотворения;М;1834;NA;NA;42-43;col;NA;Я;4;неурег;nc;core
591;NA;Суходольский А.;Элегия;Надежды к счастью потеряв;1834;Я;Я4;Я4неурег;NA;Суходольский А. Стихотворения;М;1834;NA;NA;44-45;col;NA;Я;4;неурег;nc;core
592;NA;Суходольский А.;Элегия;Вчерашний вечер много мне;1834;Я;Я4;Я4неурег;NA;Суходольский А. Стихотворения;М;1834;NA;NA;57-58;col;NA;Я;4;неурег;nc;core
593;NA;Грен А.Е.;Элегия;Когда с торжественным молчаньем;1832;Я;Я4;Я4неурег;NA;Грен А. Стихотворения;СПб;1832;NA;NA;21;col;NA;Я;4;неурег;nc;core
594;NA;Грен А.Е.;Элегия;Приметно радость улетает;1832;Я;Я4;Я4неурег;NA;Грен А. Стихотворения;СПб;1832;NA;NA;33;col;NA;Я;4;неурег;nc;core
595;NA;Межаков П.А.;Элегия;Пускай другой, гонясь за счастием, за славой;1817;Я;ЯВ;ЯВнеурег;Подражание Тибуллу;Межаков П. Уединенный певец;СПб;1817;NA;NA;71-77;col;NA;Я;В;неурег;nc;core
596;NA;Милонов М.В.;На кончину Державина;О ком, зрю, Хариты и Музы в печали;1819;Амф;Амф4;Амф4жмжм;Элегия;Милонов М. Сатиры, послания и другие мелкие стихотворения;СПб;1819;NA;NA;127-129;col;NA;Амф;4;жмжм;nc;core
597;NA;Милонов М.В.;К Неере;Пред украшенными почто я алтарями;1819;Я;Я6;Я6неурег;Элегия из Тибулла;Милонов М. Сатиры, послания и другие мелкие стихотворения;СПб;1819;NA;NA;140-142;col;NA;Я;6;неурег;nc;core
598;И. Козлов;Козлов И.И.;Ночь;Корабль наш рассекал стекло морских равнин;1834;Я;Я6;Я6ммжж;Элегия;БдЧ;NA;1834;Т. 2;NA;100;per;NA;Я;6;ммжж;nc;core
599;Иван Козлов;Козлов И.И.;Сельская элегия;В тиши села уединенной;1835;Я;Я4;Я4жмжмжжмм;NA;БдЧ;NA;1835;Т. 13;NA;6-7;per;NA;Я;4;жмжмжжмм;nc;core
600;П. Ершов;Ершов П.П.;Семейство роз;Видали ль вы в долине сокровенной;1835;Я;ЯВ;ЯВнеурег;NA;БдЧ;NA;1835;Т. 13;NA;163-168;per;NA;Я;В;неурег;nc;core
601;С. С...й;[С. С…й];Элегия В.Н. Р...ой;Когда последний луч надежды угасал;1829;Я;Я6;Я6мжмж;NA;ДЖ;NA;1829;Ч. 26;№ 21;119-120;per;NA;Я;6;мжмж;nc;core
602;Леопольд Ланге;[Леопольд Ланге];Элегия;Задумчивый, унылый, хладный;1829;Я;Я4;Я4неурег;NA;ДЖ;NA;1829;Ч. 27;№ 32;90;per;NA;Я;4;неурег;nc;core
603;NA;Дмитриев М.А.;Первая разлука;Ужели ни мечты, ни вздоха сожаленья;1830;Я;ЯВ;ЯВнеурег;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;20-21;col;NA;Я;В;неурег;nc;core
604;NA;Дмитриев М.А.;Уверения;Тебе ль пенять, что я, незанятый молвой;1830;Я;Я6;Я6неурег;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;22-23;col;NA;Я;6;неурег;nc;core
605;NA;Дмитриев М.А.;Возвращение;Нет, полно вас жалеть;1830;Я;Я6646;Я6646жмжм;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;28-31;col;NA;Я;6646;жмжм;nc;core
606;NA;Дмитриев М.А.;Предчувствия любви;Напрасно я мечтал о почестях и славе;1830;Я;Я6;Я6жжмм;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;32-35;col;NA;Я;6;жжмм;nc;core
607;NA;Дмитриев М.А.;Забывчивость счастия;Едва могу себе на память привести;1830;Я;ЯВ;ЯВнеурег;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;39-40;col;NA;Я;В;неурег;nc;core
608;NA;Дмитриев М.А.;Деревня;Примите вновь меня, развесистые сени;1830;Я;ЯВ;ЯВнеурег;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;41-47;col;NA;Я;В;неурег;nc;core
609;NA;Дмитриев М.А.;Весна;Светлее солнца луч играет над прудом;1830;Я;ЯВ;ЯВнеурег;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;48-49;col;NA;Я;В;неурег;nc;core
610;NA;Дмитриев М.А.;К фантазии;Не ты ли в утренних, прозрачных облаках;1830;Я;ЯВ;ЯВнеурег;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;52-53;col;NA;Я;В;неурег;nc;core
611;NA;Дмитриев М.А.;Равнодушие;Кто властен удержать младой души движенья;1830;Я;Я6;Я6неурег;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;54-55;col;NA;Я;6;неурег;nc;core
612;Мих. Дмитриев;Дмитриев М.А.;Признание;Я не могу, я не умею;1827;Я;Я4;Я4жмжм;NA;МВ;NA;1827;Ч. 2.;№ 6;122-123;per;NA;Я;4;жмжм;nc;core
613;NA;Дмитриев М.А.;Нетерпение;Как близко счастие казалось предо мною;1830;Я;ЯВ;ЯВнеурег;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;59-60;col;NA;Я;В;неурег;nc;core
614;NA;Дмитриев М.А.;Надежда;И я надеялся!.. что было это? Сила;1830;Я;Я6664;Я6664жмжм;NA;Дмитриев М. Стихотворения;М;1830;Ч. 1;NA;61-68;col;NA;Я;6664;жмжм;nc;core
615;Всл. Пушкин;В. Пушкин;Элегия;Проснись, родимая, проснись;1827;Я;ЯВ;ЯВнеурег;NA;МВ;NA;1827;Ч. 2;№ 5;14-16;per;NA;Я;В;неурег;nc;core
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
